article_link,body_text,pub_date,title,clean_text,damage_level,school
http://sn4hr.org/blog/2017/01/23/syrian-regime-forces-shelled-school-al-mayadeen-city-deir-ez-zour-governorate-january-23/,"
snhr: syrian regime warplanes missiles fired on it school in al mayadeen city in deir ez-zour governorate eastern suburbs, damaging it severely and rendering it inoperable, january 23, 2017.
","January 23, 2017",syrian regime forces shelled it school in al mayadeen city in deir ez-zour governorate on january 23,snhr syrian regime warplanes missiles fired on it school in al mayadeen city in deir ezzour governorate eastern suburbs damaging it severely and rendering it inoperable january  ,severely,it school
http://sn4hr.org/blog/2017/01/22/international-coalition-forces-targeted-industrial-high-school-al-tabaqa-city-raqqa-governorate-january-21/,"
snhr: international coalition warplanes missiles fired on the industrial high school in al tabaqa city in raqqa governorate western suburbs, severely damaging it and rendering it inoperable, january 21, 2017.
","January 22, 2017","international coalition forces targeted the industrial high school in al tabaqa city in raqqa governorate, january 21.",snhr international coalition warplanes missiles fired on the industrial high school in al tabaqa city in raqqa governorate western suburbs severely damaging it and rendering it inoperable january  ,severely damaging,the industrial high school
http://sn4hr.org/blog/2017/01/13/syrian-regime-targeted-al-refiya-school-kanasfra-town-idlib-governorate-january-13/,"
snhr: syrian regime missiles launchers fired a missile on al refiya school in kanasfra town in idlib governorate southern suburbs, partially damaging its building, january 13, 2017.
","January 13, 2017","syrian regime targeted al refiya school in kanasfra town in idlib governorate, january 13.",snhr syrian regime missiles launchers fired a missile on al refiya school in kanasfra town in idlib governorate southern suburbs partially damaging its building january  ,partially damaging,al refiya school
http://sn4hr.org/blog/2017/01/13/suspected-russian-forces-shelled-al-dar-al-kabera-primary-school-al-dar-al-kabera-town-idlib-governorate-january-13/,"
snhr: suspected russian warplanes missiles fired near al dar al kabera primary school in al dar al kabera town in idlib governorate southern suburbs, damaging its building partially, january 13, 2017.
","January 13, 2017","suspected russian forces shelled al dar al kabera primary school in al dar al kabera town in idlib governorate, january 13.",snhr suspected russian warplanes missiles fired near al dar al kabera primary school in al dar al kabera town in idlib governorate southern suburbs damaging its building partially january  ,partially,al dar al kabera primary school
http://sn4hr.org/blog/2017/01/12/syrian-regime-targeted-al-mahdoum-primary-school-al-mahdoum-village-aleppo-governorate-january-11/,"
snhr: syrian regime warplanes missiles fired on al mahdoum primary school in al mahdoum village in aleppo governorate eastern suburbs, partially damaging its building and fence, january 11, 2017.
","January 12, 2017","syrian regime targeted al mahdoum primary school in al mahdoum village in aleppo governorate, january 11.",snhr syrian regime warplanes missiles fired on al mahdoum primary school in al mahdoum village in aleppo governorate eastern suburbs partially damaging its building and fence january  ,partially damaging,al mahdoum primary school
http://sn4hr.org/blog/2017/01/02/suspected-russian-forces-targeted-meznaz-primary-school-meznaz-village-aleppo-governorate-january-1/,"
snhr: suspected fixed-wing russian warplanes fired missiles on meznaz primary school in meznaz village in aleppo governorate western suburbs, partially destroying its fence and damaging its building and furniture, january 1, 2016.
","January 2, 2017","suspected russian forces targeted meznaz primary school in meznaz village in aleppo governorate, january 1",snhr suspected fixedwing russian warplanes fired missiles on meznaz primary school in meznaz village in aleppo governorate western suburbs partially destroying its fence and damaging its building and furniture january  ,partially,meznaz primary school
http://sn4hr.org/blog/2016/12/29/syrian-regime-forces-shelled-al-mostaqbal-primary-school-erbeen-city-damascus-suburbs-december-29/,"
snhr: syrian regime warplanes fired missiles near al mostaqbal primary school in erbeen city in damascus suburbs, damaging its building and furniture partially, december 29, 2016.
","December 29, 2016","syrian regime forces shelled al mostaqbal primary school in erbeen city in damascus suburbs, december 29",snhr syrian regime warplanes fired missiles near al mostaqbal primary school in erbeen city in damascus suburbs damaging its building and furniture partially december  ,partially,al mostaqbal primary school
http://sn4hr.org/blog/2016/12/26/syrian-regime-forces-targeted-school-madaya-primary-school-madaya-town-idlib-governorate-december-25/,"
snhr: syrian regime missiles launchers fired missile on madaya primary school in madaya town in idlib governorate southern suburbs, damaging its building and furniture partially, december 25، 2016.
","December 26, 2016","syrian regime forces targeted a school in madaya primary school in madaya town in idlib governorate, december 25.",snhr syrian regime missiles launchers fired missile on madaya primary school in madaya town in idlib governorate southern suburbs damaging its building and furniture partially december  ,partially,madaya primary school
http://sn4hr.org/blog/2016/12/25/russian-forces-targeted-al-bakri-school-al-tamana-town-idlib-governorate-december-24/,"
snhr: suspected russian warplanes missiles fired near mostafa al bakri school in al taman’a town in idlib governorate southern suburbs, damaging it partially, december 24, 2016.
","December 25, 2016","russian forces targeted al bakri school in al taman’a town in idlib governorate, december 24",snhr suspected russian warplanes missiles fired near mostafa al bakri school in al tamana town in idlib governorate southern suburbs damaging it partially december  ,partially,mostafa al bakri school
http://sn4hr.org/blog/2016/12/20/suspected-russian-forces-shelled-school-jisr-al-shoghour-city-idlib-governorate-december-20/,"
snhr: suspected russian warplanes missiles fired near a high school for girls in jisr al shoghour city in idlib governorate western suburbs, damaging it partially, december 20, 2016.
","December 20, 2016","suspected russian forces shelled a school in jisr al shoghour city in idlib governorate, december 20",snhr suspected russian warplanes missiles fired near a high school for girls in jisr al shoghour city in idlib governorate western suburbs damaging it partially december  ,partially,a high school
http://sn4hr.org/blog/2016/12/10/suspected-russian-forces-targeted-school-binnesh-city-idlbi-governorate-december-10/,"
snhr: suspected russian warplanes fired missiles on mustafa amouri school in binnesh city in idlib governorate northern suburbs, partially damaging its building and fence, and damaging severely its furniture, and rendering it inoperable, december 10, 2016.
","December 10, 2016",suspected russian forces targeted school in binnesh city in idlbi governorate in december 10,snhr suspected russian warplanes fired missiles on mustafa amouri school in binnesh city in idlib governorate northern suburbs partially damaging its building and fence and damaging severely its furniture and rendering it inoperable december  ,severely,mustafa amouri school
http://sn4hr.org/blog/2016/12/09/government-forces-targeted-school-southern-neighborhood-idlib-city-december-9/,"
snhr: government forces warplanes missiles fired on al thawra al mohdatha school in the southern neighborhood in idlib city, partially destroying its fence and damaging its building and furniture, december 9, 2016.
","December 9, 2016","government forces targeted a school in the southern neighborhood in idlib city, december 9",snhr government forces warplanes missiles fired on al thawra al mohdatha school in the southern neighborhood in idlib city partially destroying its fence and damaging its building and furniture december  ,partially,al thawra al mohdatha school
http://sn4hr.org/blog/2016/12/07/government-forces-targeted-martyr-abdul-hakeem-school-al-mozara-town-idlib-governorate-december-7/,"
snhr: government warplanes missiles fired on the martyr abdul hakeem al halaq school in al mozara town in idlib governorate southern suburbs, damaging its building and furniture, december 7, 2016.
","December 7, 2016","government forces targeted the martyr abdul hakeem school in al mozara town in idlib governorate, december 7",snhr government warplanes missiles fired on the martyr abdul hakeem al halaq school in al mozara town in idlib governorate southern suburbs damaging its building and furniture december  ,damaging,the martyr abdul hakeem al halaq school
http://sn4hr.org/blog/2016/12/06/government-forces-shelled-school-maaret-msreen-city-idlib-governorate-december-6/,"
snhr: government warplanes missiles fired near girls high school in ma’aret msreen city in idlib governorate northern suburbs, damaging it, december 6, 2016.
","December 6, 2016",government forces shelled a school in ma’aret msreen city in idlib governorate in december 6,snhr government warplanes missiles fired near girls high school in maaret msreen city in idlib governorate northern suburbs damaging it december  ,damaging,girls high school
http://sn4hr.org/blog/2016/12/05/suspected-russian-forces-shelled-school-al-ferdous-neighborhood-aleppo-city-december-4/,"
snhr: suspected russian warplanes missiles fired near al safa and al marwa school in al ferdous neighborhood in aleppo city, damaging it partially and rendering it inoperable, december 4, 2016.
","December 5, 2016","suspected russian forces shelled school in al ferdous neighborhood in aleppo city, december 4",snhr suspected russian warplanes missiles fired near al safa and al marwa school in al ferdous neighborhood in aleppo city damaging it partially and rendering it inoperable december  ,partially,al safa and al marwa school
http://sn4hr.org/blog/2016/12/04/government-forces-targeted-martyrs-ahmad-school-khan-sheikhoun-city-idlib-governorate-december-4/,"
snhr: government warplanes missiles fired on the martyrs ahmad ta’an primary school in khan sheikhoun city in idlib governorate southern suburbs, partially destroying its building, damaging its furniture severely and rendering it inoperable, december 4, 2016.
","December 4, 2016","government forces targeted the martyrs ahmad school in khan sheikhoun city in idlib governorate, december 4",snhr government warplanes missiles fired on the martyrs ahmad taan primary school in khan sheikhoun city in idlib governorate southern suburbs partially destroying its building damaging its furniture severely and rendering it inoperable december  ,severely,the martyrs ahmad taan primary school
http://sn4hr.org/blog/2016/12/03/suspected-russian-forces-shelled-school-basames-town-idlib-governorate-december-3/,"
snhr: suspected russian warplanes missiles fired near basames preparatory school in basames town in idlib governorate southern suburbs, damaging the school and its furniture, december 3, 2016.
","December 3, 2016",suspected russian forces shelled school in basames town in idlib governorate in december 3,snhr suspected russian warplanes missiles fired near basames preparatory school in basames town in idlib governorate southern suburbs damaging the school and its furniture december  ,damaging,basames preparatory school
http://sn4hr.org/blog/2016/11/28/government-forces-shelled-school-al-tal-city-damascus-suburbs-november-28/,"
snhr: government helicopters dropped a barrel bomb near al tal high school for boys in al tal city in damascus suburbs, damaging the school severely, november 28, 2016.
","November 28, 2016",government forces shelled a school in al tal city in damascus suburbs in november 28,snhr government helicopters dropped a barrel bomb near al tal high school for boys in al tal city in damascus suburbs damaging the school severely november  ,severely,al tal high school
http://sn4hr.org/blog/2016/11/26/government-forces-targeted-school-complex-maar-zita-town-idlib-governorate-november-26/,"
snhr: government warplanes missiles fired on school complex (ma’ar zita primary school, ma’ar zita high school, and the martyr abdul rahman halaq school) in ma’ar zita town in idlib governorate southern suburbs, damaging them partially, november 26, 2016.
","November 26, 2016","government forces targeted school complex in ma’ar zita town in idlib governorate, november 26.",snhr government warplanes missiles fired on school complex maar zita primary school maar zita high school and the martyr abdul rahman halaq school in maar zita town in idlib governorate southern suburbs damaging them partially november  ,partially,school
http://sn4hr.org/blog/2016/11/26/government-forces-targeted-kafr-ein-primary-school-kafr-ein-town-idlib-governorate-november-26/,"
snhr: government warplanes missiles fired on kafr ein primary school in kafr ein town in idlib governorate southern suburbs, damaging its building partially, november 26, 2016.
","November 26, 2016","government forces targeted kafr ein primary school in kafr ein town in idlib governorate, november 26",snhr government warplanes missiles fired on kafr ein primary school in kafr ein town in idlib governorate southern suburbs damaging its building partially november  ,partially,kafr ein primary school
http://sn4hr.org/blog/2016/11/24/government-forces-targeted-computer-school-binnesh-city-idlib-governorate-november-24/,"
snhr: government warplanes missiles fired computer school in binnesh city in idlib governorate northern suburbs, causing a hole school yard and damaged it, november 24, 2016.
","November 24, 2016",government forces targeted computer school in binnesh city in idlib governorate in november 24,snhr government warplanes missiles fired computer school in binnesh city in idlib governorate northern suburbs causing a hole school yard and damaged it november  ,damage,no school found
http://sn4hr.org/blog/2016/11/24/government-forces-shelled-al-hamza-primary-school-kafr-sajna-town-idlib-governorate-november-24/,"
snhr: government warplanes missiles fired near al hamza primary school in kafr sajna town in idlib governorate southern suburbs, damaging its building and furniture, november 24, 2016.
","November 24, 2016","government forces shelled al hamza primary school in kafr sajna town in idlib governorate, november 24",snhr government warplanes missiles fired near al hamza primary school in kafr sajna town in idlib governorate southern suburbs damaging its building and furniture november  ,damaging,al hamza primary school
http://sn4hr.org/blog/2016/11/24/government-forces-targeted-martyr-basheer-primary-school-hamoria-city-damascus-suburbs-november-24/,"
snhr: government warplanes missiles fired on the martyr basheer abdul jawad primary school in hamoria city in damascus suburbs, damaging its building severely and rendering it inoperable, november 24, 2016.
","November 24, 2016","government forces targeted the martyr basheer primary school in hamoria city in damascus suburbs, november 24",snhr government warplanes missiles fired on the martyr basheer abdul jawad primary school in hamoria city in damascus suburbs damaging its building severely and rendering it inoperable november  ,severely,the martyr basheer abdul jawad primary school
http://sn4hr.org/blog/2016/11/24/government-forces-targeted-al-wehda-school-maar-shamareen-town-idlib-governorate-november-24/,"
snhr: government warplanes missiles fired on al wehda school, which is known as “al irshadeya school” in ma’ar shamareen town in idlib governorate southern suburbs, damaging its building and furniture partially, november 24, 2016.
","November 24, 2016","government forces targeted al wehda school in ma’ar shamareen town in idlib governorate, november 24",snhr government warplanes missiles fired on al wehda school which is known as al irshadeya school in maar shamareen town in idlib governorate southern suburbs damaging its building and furniture partially november  ,partially,al wehda school
http://sn4hr.org/blog/2016/11/22/international-coalition-forces-shelled-secondary-school-mazraa-al-asadeya-village-raqqa-governorate-november-21/,"
snhr: international coalition warplanes missiles fired near the secondary school in mazra’a al asadeya village in raqqa governorate northern suburbs, damaging its building partially, november 21, 2016.
","November 22, 2016","international coalition forces shelled the secondary school in mazra’a al asadeya village in raqqa governorate, november 21",snhr international coalition warplanes missiles fired near the secondary school in mazraa al asadeya village in raqqa governorate northern suburbs damaging its building partially november  ,partially,the secondary school
http://sn4hr.org/blog/2016/11/20/government-forces-targeted-al-qarma-pimary-school-al-nashabiya-town-damascus-suburbs-november-20/,"
snhr: government warplanes fired missiles on al qarma pimary school in al nashabiya town in damascus suburbs, damaging it severely, november 20, 2016.
","November 20, 2016",government forces targeted al qarma pimary school in al nashabiya town in damascus suburbs in november 20,snhr government warplanes fired missiles on al qarma pimary school in al nashabiya town in damascus suburbs damaging it severely november  ,severely,al qarma pimary school
http://sn4hr.org/blog/2016/11/20/government-forces-targeted-al-hasoob-school-maaret-misreen-town-idlib-governorate-november-20/,"
snhr: government warplanes missiles fired on al hasoob school in ma’aret misreen town in idlib governorate northern suburbs, destroying its fence partially and damaging its building and furniture partially, november 20, 2016.
","November 20, 2016","government forces targeted al hasoob school in ma’aret misreen town in idlib governorate, november 20",snhr government warplanes missiles fired on al hasoob school in maaret misreen town in idlib governorate northern suburbs destroying its fence partially and damaging its building and furniture partially november  ,partially,al hasoob school
http://sn4hr.org/blog/2016/11/20/government-forces-targeted-abu-al-alaa-al-maari-school-maaret-al-numan-city-idlib-governorate-november-20/,"
snhr: government warplanes missiles fired on abu al alaa al ma’ari school “the educational complex” in ma’aret al numan city in idlib governorate southern suburbs, damaging it severely and rendering it inoperable, november 20, 2016.
","November 20, 2016","government forces targeted abu al alaa al ma’ari school in ma’aret al numan city in idlib governorate, november 20",snhr government warplanes missiles fired on abu al alaa al maari school the educational complex in maaret al numan city in idlib governorate southern suburbs damaging it severely and rendering it inoperable november  ,severely,abu al alaa al maari school
http://sn4hr.org/blog/2016/11/20/girl-sedra-sabyanati-died-due-government-forces-shelling-al-qarma-elementary-school-al-nashabiya-town-damascus-suburbs-november-20/,"
the girl sedra sabyanati died due to government warplanes missiles fired on al qarma elementary school in al nashabiya town in damascus suburbs governorate, november 20, 2016.
","November 20, 2016","the girl sedra sabyanati died due to government forces shelling on al qarma elementary school in al nashabiya town in damascus suburbs, november 20",the girl sedra sabyanati died due to government warplanes missiles fired on al qarma elementary school in al nashabiya town in damascus suburbs governorate november  ,,al qarma elementary school
http://sn4hr.org/blog/2016/11/17/government-forces-targeted-birya-school-unrwa-khan-al-sheih-camp-damascus-suburbs-november-17/,"
snhr: government missile launcher’s fired missile on birya school of the unrwa in khan al sheeh camp for palestinian refugees in damascus suburbs, damaging it severely, november 17, 2016.
","November 17, 2016",government forces targeted birya school for unrwa in khan al sheeh camp in damascus suburbs in november 17,snhr government missile launchers fired missile on birya school of the unrwa in khan al sheeh camp for palestinian refugees in damascus suburbs damaging it severely november  ,severely,birya school
http://sn4hr.org/blog/2016/11/17/russian-forces-targeted-hitteen-elementary-school-saraqeb-city-idlib-governorate-november-17/,"
snhr: suspected fixed-wing russian warplanes fired missiles on hitteen elementary school in saraqeb city in idlib governorate northern suburbs, damaging its fence and building, november 17, 2016.
","November 17, 2016","russian forces targeted hitteen elementary school in saraqeb city in idlib governorate, november 17",snhr suspected fixedwing russian warplanes fired missiles on hitteen elementary school in saraqeb city in idlib governorate northern suburbs damaging its fence and building november  ,damaging,hitteen elementary school
http://sn4hr.org/blog/2016/11/15/russian-forces-targeted-abu-abda-elementary-school-abu-abda-village-aleppo-governorate-november-14/,"
snhr: suspected russian warplanes missiles fired on abu abda elementary school in abu abda village in aleppo governorate southern suburbs, damaging it partially, november 14, 2016.
","November 15, 2016","russian forces targeted abu abda elementary school in abu abda village in aleppo governorate, november 14.",snhr suspected russian warplanes missiles fired on abu abda elementary school in abu abda village in aleppo governorate southern suburbs damaging it partially november  ,partially,abu abda elementary school
http://sn4hr.org/blog/2016/11/14/suspected-russian-forces-targeted-saleh-dado-elementary-school-khan-sheikhoun-city-idlib-governorate-november-14/,"
snhr: suspected russian warplanes missiles fired on saleh dado elementary school in khan sheikhoun city in idlib governorate southern suburbs, damaging its building and furniture and rendering it inoperable, november 14, 2016.
","November 14, 2016","suspected russian forces targeted saleh dado elementary school in khan sheikhoun city in idlib governorate, november 14.",snhr suspected russian warplanes missiles fired on saleh dado elementary school in khan sheikhoun city in idlib governorate southern suburbs damaging its building and furniture and rendering it inoperable november  ,inoperable,saleh dado elementary school
http://sn4hr.org/blog/2016/11/12/government-forces-shelled-schools-complex-hazareen-town-idlib-governorate-november-12/,"
snhr: government warplanes missiles fired near schools complex in hazareen town in idlib governorate southern suburbs, damaging its building and furniture partially, november 12, 2016.
","November 12, 2016","government forces shelled schools complex in hazareen town in idlib governorate, november 12",snhr government warplanes missiles fired near schools complex in hazareen town in idlib governorate southern suburbs damaging its building and furniture partially november  ,partially,schools
http://sn4hr.org/blog/2016/11/11/government-forces-targeted-al-reefiya-school-kafr-zita-city-hama-governorate-november-11/,"
snhr: government helicopters dropped barrel bombs on al reefiya school in kafr zita city in hama governorate northern susburbs, damaging its building and furniture and rendering it inoperable, november 11, 2016.
","November 11, 2016","government forces targeted al reefiya school in kafr zita city in hama governorate, november 11",snhr government helicopters dropped barrel bombs on al reefiya school in kafr zita city in hama governorate northern susburbs damaging its building and furniture and rendering it inoperable november  ,inoperable,al reefiya school
http://sn4hr.org/blog/2016/11/08/suspected-russian-forces-targeted-al-nayrab-school-al-nayrab-town-idlib-governorate-november-8/,"
snhr: suspected russian warplanes missiles fired near al nayrab school for girls in al nayrab town in idlib governorate northern suburbs, damaging its building partially, november 8, 2016.
","November 8, 2016","suspected russian forces targeted al nayrab school in al nayrab town in idlib governorate, november 8",snhr suspected russian warplanes missiles fired near al nayrab school for girls in al nayrab town in idlib governorate northern suburbs damaging its building partially november  ,partially,al nayrab school
http://sn4hr.org/blog/2016/11/08/international-coalition-targeted-elementary-school-tal-al-samn-village-raqqa-governorate-november-8/,"
snhr: international coalition warplanes missiles fired on the elementary school in tal al samn village in raqqa governorate northern suburbs, destroying its building partially and rendering it inoperable, november 7, 2016.
","November 8, 2016","international coalition targeted the elementary school in tal al samn village in raqqa governorate, november 7.",snhr international coalition warplanes missiles fired on the elementary school in tal al samn village in raqqa governorate northern suburbs destroying its building partially and rendering it inoperable november  ,partially,the elementary school
http://sn4hr.org/blog/2016/11/06/suspected-russian-forces-targeted-ebeen-al-sharqiyeh-school-ebeen-saman-town-aleppo-governorate-november-5/,"
snhr: suspected russian warplanes missiles fired near ebeen al sharqiyeh school in ebeen sam’an town in aleppo governorate western suburbs, destroying its building, damaging its furniture and fence and rendering it inoperable, november 5, 2016.
","November 6, 2016","suspected russian forces targeted ebeen al sharqiyeh school in ebeen sam’an town in aleppo governorate, november 5.",snhr suspected russian warplanes missiles fired near ebeen al sharqiyeh school in ebeen saman town in aleppo governorate western suburbs destroying its building damaging its furniture and fence and rendering it inoperable november  ,inoperable,ebeen al sharqiyeh school
http://sn4hr.org/blog/2016/11/05/suspected-russian-forces-targeted-school-al-jeina-town-aleppo-governorate-november-4/,"
snhr: suspected russian warplanes missiles fired on al jeina high school for girls in al jeina town in aleppo governorate western suburbs, partially damaging it, november 4, 2016.
","November 5, 2016",suspected russian forces targeted school in al jeina town in aleppo governorate in  november 4,snhr suspected russian warplanes missiles fired on al jeina high school for girls in al jeina town in aleppo governorate western suburbs partially damaging it november  ,partially damaging,al jeina high school
http://sn4hr.org/blog/2016/11/05/government-forces-targeted-school-abu-al-thuhour-school-abu-al-thuhour-town-idlib-governorate-november-5/,"
snhr: government warplanes missiles fired on abu al thuhour al wasati school in abu al thuhour town in idlib governorate eastern suburbs, partially damaging it, november 5, 2016.
","November 5, 2016",government forces targeted school in abu al thuhour school in abu al thuhour town in idlib governorate in november 5,snhr government warplanes missiles fired on abu al thuhour al wasati school in abu al thuhour town in idlib governorate eastern suburbs partially damaging it november  ,partially damaging,abu al thuhour al wasati school
http://sn4hr.org/blog/2016/11/04/armed-opposition-forces-targeted-mahmoud-tayfour-school-al-akramiyeh-neighborhood-aleppo-city-november-3/,"
snhr: local made rocket shells fired on mahmoud tayfour school in al akramiyeh neighborhood in aleppo city from artillery located in al mash-had neighborhood, damaging it partially, november 3, 2016.
","November 4, 2016","armed opposition forces targeted mahmoud tayfour school in al akramiyeh neighborhood in aleppo city, november 3.",snhr local made rocket shells fired on mahmoud tayfour school in al akramiyeh neighborhood in aleppo city from artillery located in al mashhad neighborhood damaging it partially november  ,partially,mahmoud tayfour school
http://sn4hr.org/blog/2016/11/03/government-forces-targeted-al-mozara-high-school-al-mozara-town-idlib-governorate-november-3/,"
snhr: government warplanes missiles fired on al mozara high school in al mozara town in idlib governorate southern suburbs, causing a big hole in the school yard and damaging it partially, november 3, 2016.
","November 3, 2016","government forces targeted al mozara high school in al mozara town in idlib governorate, november 3.",snhr government warplanes missiles fired on al mozara high school in al mozara town in idlib governorate southern suburbs causing a big hole in the school yard and damaging it partially november  ,partially,al mozara high school
http://sn4hr.org/blog/2016/11/02/government-forces-targeted-al-senaa-school-saraqeb-city-idlib-governorate-november-2/,"
snhr: government warplanes missiles fired on al sena’a school in saraqeb city in idlib governorate northern suburbs, damaging it partially, november 2, 2016.
","November 2, 2016","government forces targeted al sena’a school in saraqeb city in idlib governorate, november 2",snhr government warplanes missiles fired on al senaa school in saraqeb city in idlib governorate northern suburbs damaging it partially november  ,partially,al senaa school
http://sn4hr.org/blog/2016/11/01/government-forces-targeted-abdul-qader-shasho-school-salah-al-din-neighborhood-aleppo-city-october-31/,"
snhr: government artillery fired shells on abdul qader shasho school in salah al din neighborhood in aleppo city, severely damaging its building, october 31, 2016.
","November 1, 2016","government forces targeted abdul qader shasho school in salah al din neighborhood in aleppo city, october 31",snhr government artillery fired shells on abdul qader shasho school in salah al din neighborhood in aleppo city severely damaging its building october  ,severely damaging,abdul qader shasho school
http://sn4hr.org/blog/2016/10/30/government-forces-targeted-al-senaeya-high-school-dael-city-daraa-governorate-october-29/,"
snhr: government artillery fired shells on al sena’eya high school in da’el city in daraa governorate western suburbs, causing fire and severely damaging its building, october 29, 2016.
","October 30, 2016","government forces targeted al sena’eya high school in da’el city in daraa governorate, october 29",snhr government artillery fired shells on al senaeya high school in dael city in daraa governorate western suburbs causing fire and severely damaging its building october  ,severely damaging,al senaeya high school
http://sn4hr.org/blog/2016/10/29/children-died-due-armed-opposition-shelling-al-wataniyeh-school-al-shahba-neighborhood-aleppo-city-october-27/,"
the children omar mohammad dayri and emad farooq sabbagh, age 15, died due to local made rocket shells fired near al wataniyeh school in al shahba neighborhood in aleppo city, from artillery located in bostan al qasr neighborhood controlled by armed opposition factions, october 27, 2016.
","October 29, 2016","children died due to armed opposition shelling on al wataniyeh school in al shahba neighborhood in aleppo city, october 27",the children omar mohammad dayri and emad farooq sabbagh age  died due to local made rocket shells fired near al wataniyeh school in al shahba neighborhood in aleppo city from artillery located in bostan al qasr neighborhood controlled by armed opposition factions october  ,,al wataniyeh school
http://sn4hr.org/blog/2016/10/28/suspected-russian-forces-targeted-martyr-bashir-halli-school-jisr-al-shoghour-city-idlib-governorate-october-28/,"
snhr: suspected russian warplanes fired missiles near martyr bashir halli school in jisr al shoghour city in idlib governorate western suburbs, damaging it, october 28, 2016.
","October 28, 2016",suspected russian forces targeted martyr bashir halli school in jisr al shoghour city in idlib governorate in october 28,snhr suspected russian warplanes fired missiles near martyr bashir halli school in jisr al shoghour city in idlib governorate western suburbs damaging it october  ,damaging,martyr bashir halli school
http://sn4hr.org/blog/2016/10/27/armed-opposition-factions-targeted-al-wataniyeh-school-al-shahba-neighborhood-aleppo-city-october-27/,"
snhr: local made rocket shells fired from artillery located in bostan al qasr neighborhood controlled by armed opposition factions on al wataniyeh school in al shahba neighborhood in aleppo city, damaging it, october 27, 2016.
","October 27, 2016",armed opposition factions targeted al wataniyeh school in al shahba neighborhood in aleppo city in october 27,snhr local made rocket shells fired from artillery located in bostan al qasr neighborhood controlled by armed opposition factions on al wataniyeh school in al shahba neighborhood in aleppo city damaging it october  ,damaging,al wataniyeh school
http://sn4hr.org/blog/2016/10/27/massacre-due-armed-opposition-factions-shelling-school-al-shahba-neighborhood-aleppo-city-october-27/,"
snhr: 6 children died in local made rocket-shells fired from artillery located in bostan al qasr neighborhood controlled by armed opposition factions on al wataniyeh school in al shahba neighborhood in aleppo city, october 27, 2016.
","October 27, 2016",massacre due to armed opposition factions shelling on school in al shahba neighborhood in aleppo city in october 27,snhr  children died in local made rocketshells fired from artillery located in bostan al qasr neighborhood controlled by armed opposition factions on al wataniyeh school in al shahba neighborhood in aleppo city october  ,,al wataniyeh school
http://sn4hr.org/blog/2016/10/27/government-forces-targeted-al-hashemiyeh-elementary-school-douma-city-damascus-suburbs-october-27/,"
snhr: government missiles launcher’s missiles and its artillery shells fired on al hashemiyeh elementary school in douma city in damascus suburbs governorate, partially damaging its building and fence, october 27, 2016.
","October 27, 2016","government forces targeted al hashemiyeh elementary school in douma city in damascus suburbs, october 27",snhr government missiles launchers missiles and its artillery shells fired on al hashemiyeh elementary school in douma city in damascus suburbs governorate partially damaging its building and fence october  ,partially damaging,al hashemiyeh elementary school
http://sn4hr.org/blog/2016/10/27/suspected-russian-forces-targeted-school-areeha-city-idlib-governorate-october-27/,"
snhr: suspected russian warplanes missiles fired on mohammad al sabbagh school in areeha city in idlib governorate northern suburbs, damaging its building and fence, october 27, 2016.
","October 27, 2016",suspected russian forces targeted school in areeha city in idlib governorate in october 27,snhr suspected russian warplanes missiles fired on mohammad al sabbagh school in areeha city in idlib governorate northern suburbs damaging its building and fence october  ,damaging,mohammad al sabbagh school
http://sn4hr.org/blog/2016/10/26/massacre-due-government-forces-shelling-schools-complex-hass-town-idlib-governorate-october-26-2/,"
snhr: massacre victims’ toll rose to at least 34 including 12 children and 5 women due to government warplanes missiles fired on schools complex in hass town in idlib governorate southern suburbs, october 26, 2016.
","October 26, 2016",massacre due to government forces shelling on schools complex in hass town in idlib governorate in october 26,snhr massacre victims toll rose to at least  including  children and  women due to government warplanes missiles fired on schools complex in hass town in idlib governorate southern suburbs october  ,,schools
http://sn4hr.org/blog/2016/10/26/death-girl-due-government-forces-shelling-schools-complex-hass-town-idlib-governorate-october-26/,"
the girl bissan khaled al ghareeb, age 8, from hass town in idlib governorate southern suburbs, died in government warplanes missiles fired on schools complex in hass town, causing a massacre, october 26, 2016.
","October 26, 2016",the death of a girl due to government forces shelling on schools complex in hass town in idlib governorate in october 26,the girl bissan khaled al ghareeb age  from hass town in idlib governorate southern suburbs died in government warplanes missiles fired on schools complex in hass town causing a massacre october  ,,schools
http://sn4hr.org/blog/2016/10/26/government-forces-targeted-main-yard-kamal-qala-ji-schools-complex-hass-town-idlib-governorate-october-26/,"
snhr: government warplanes missiles fired on the main yard of kamal qal’a ji schools complex in hass town in idlib governorate southern suburbs, causing a massacre and severely damaging it, october 26, 2016.
","October 26, 2016","government forces targeted the main yard of kamal qal’a ji schools complex in hass town in idlib governorate, october 26",snhr government warplanes missiles fired on the main yard of kamal qala ji schools complex in hass town in idlib governorate southern suburbs causing a massacre and severely damaging it october  ,severely damaging,the main yard of kamal qala ji schools
http://sn4hr.org/blog/2016/10/26/massacre-due-government-forces-shelling-schools-complex-hass-town-idlib-governorate-october-26/,"
snhr: at least 17 victims died due to government warplanes missiles fired on schools complex in hass town in idlib governorate southern suburbs, october 26, 2016.
","October 26, 2016","massacre due to government forces shelling on schools complex in hass town in idlib governorate, october 26.",snhr at least  victims died due to government warplanes missiles fired on schools complex in hass town in idlib governorate southern suburbs october  ,,schools
